tieu_de,mo_ta,dien_tich_dat,dien_tich_su_dung,chieu_ngang,tong_so_tang,so_phong_ngu,loai_hinh,giay_to_phap_ly,tinh_trang_noi_that,huong_cua_chinh,dac_diem,dia_chi_cu,dia_chi_moi,gia_ban
"""Hiếm"" nhà đẹp trung tâm Bình Thạnh, 60m2, hẻm xe hơi vào nhà","""Hiếm"" trung tâm Bình Thạnh - 60m² - hẻm xe 7 chỗ vào nhà - gần Hàng Xanh, trường học, bệnh viện, chợ, giáp Quận 1 & Phú Nhuận.
Vị trí: Hẻm xe hơi, phường 2, Quận Bình Thạnh.
Kết cấu:
Hẻm xe hơi.
Phòng khách, phòng thờ, máy giặt, sân phơi, bếp, kho, ban công thoáng mát, khu dân trí.
Gần bệnh viện, trường học, siêu thị, gần chợ, bệnh viện, giáp Quận 1, Gò Vấp, giáp Phú Nhuận, thuận tiện di chuyển.
Thông tin thật, nhà thật, giá chính chủ.
Pháp lý: Nhà sổ đẹp, không lộ giới, không quy hoạch, không đường đâm, phong thủy tốt.
Nhà gần các đường huyết mạch của Quận Bình Thạnh - Phú Nhuận - Gò Vấp: Phạm Văn Đồng, Quang Trung, Lê Đức Thọ, Lê Văn Thọ, Phan Huy Ích, Nguyễn Văn Khối, Phạm Văn Chiêu, Phan Văn Trị, Phan Đăng Lưu, Nơ Trang Long, Chu Văn An, Nguyễn Văn Đậu, Bạch Đằng, Nguyễn Văn Trỗi, Phan Đình Phùng, Phan Xích Long, Lê Văn Sỹ, Huỳnh Văn Bánh, Nguyễn Trọng Tuyển, Trần Huy Liệu, Trường Sa, Trần Kế Xương,...
LH: Mr. Thiện để được hỗ trợ xem nhà.",62.0,189.137132394765,4.5,4.0,4.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hem_xe_hoi,phuong_2_quan_binh_thanh,phuong_gia_dinh,6.8
"Bán Nhà Trướng Sa - 2 tầng BTCT 20m2 nhỉnh 3,9ty","Cách q1 1 cây cầu 
Tiện ít xung quanh 
Tặng full nội thất
SHR - công chứng nhanh .",20.0,14.885122385955611,2.6076809620810595,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hien_trang_khac,phuong_15_quan_binh_thanh,phuong_gia_dinh,3.9
NHÀ 5T-HXH - NGÃ 4 HÀNG XANH- CHO THUÊ DÒNG TIỀN ỔN ĐỊNH,"BÁN NHÀ 5 TẦNG HXH NGAY NGÃ TƯ HÀNG XANH ĐANG CHO THUÊ DÒNG TIỀN ỔN ĐỊNH
- VỊ TRÍ VIP TIỀM NĂNG 
- Hẻm trước nhà 5m cách ngã tư Hàng Xanh chỉ vài trăm mét. Tương lai thông kênh Văn Thánh giá trị tăng đột biến
- Kết cấu 1 trệt, 1 lửng, 2 lầu, sân thượng. Gồm: pk, bếp, 2pn, 2wc
#180.55.6.6",26.0,149.38987525679278,2.973213749463701,5.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hien_trang_khac,phuong_26_quan_binh_thanh,phuong_binh_thanh,6.6
GÓC 2 MẶT THOÁNG - XVNT - 33M2 - HOÀN CÔNG ĐỦ 4t9x,"📍 Vị trí ""Kim Cương"" - Trung tâm Bình Thạnh:
• Nằm ngay trục đường huyết mạch Điện Biên Phủ, sát Cây xăng, đối diện trường Đại học HUTECH.
• Hẻm xe hơi (Morning/Kia) tới cửa. Cách mặt tiền chính chỉ vài bước chân.
• Quy hoạch đắt giá: Dự án Bờ kè sắp tri���n khai, tương lai nhà ra sát bờ kè, đi bộ tập thể dục, giá trị bất động sản sẽ tăng phi mã.
• Khu vực tập trung hàng loạt trường ĐH lớn: HUTECH, UEF, GTVT, Ngoại Thương, Hồng Bàng... cực kỳ dễ cho thuê giá cao.
🏠 Kết cấu & Thiết kế:
• Diện tích: 32.8m² (Công nhận đủ).
• Kết cấu: 1 Trệt, 1 Lầu đúc kiên cố (BTCT).
• Công năng: Gồm 2 Phòng ngủ lớn, 2 WC, Phòng khách, Bếp.
• Lợi thế Căn Góc: Nhà 2 mặt thoáng, trổ cửa sổ đón gió và ánh sáng tự nhiên quanh năm. Đặc biệt sở hữu View Landmark 81 xem pháo hoa cực đẹp.
💎 Pháp lý & Tiềm năng:
• Sổ hồng riêng, hoàn công đầy đủ, pháp lý chuẩn chỉnh.
• Khu dân cư an ninh, dân trí cao, sạch sẽ.",32.0,41.595282836982335,4.0,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hien_trang_khac,phuong_19_quan_binh_thanh,phuong_thanh_my_tay,4.98
"BÁN NHÀ GẤP TRƯỚC TẾT Bùi Đình Túy, Bình Thạnh,giá tốt 50,4m² chỉ","Nhà riêng 2 tầng, diện tích 50,4m², thiết kế gồm 2PN + 1 WC/PT + bếp, phù hợp cho gia đình nhỏ. Giá bán VND. Mặt tiền rộng 4m, ngõ vào 4m, thuận lợi cho việc di chuyển. Pháp lý đầy đủ, đảm bảo an toàn cho người mua.

Điểm đặc sắc:
- Thiết kế thông minh, tận dụng tối đa diện tích.
- Nằm trong khu vực yên tĩnh, thích hợp cho cuộc sống gia đình.

Gần các tiện ích như:
- Gần bệnh viện Ung Bướu TP. HCM, Bình Thạnh, Nhân Dân Gia Định.
- Siêu thị Điện máy Tự Do, Winmart + , Chiaki.
- Trường học như Thiên Phúc Music, Kindy City, Trường Mầm Non 3 Ngọn Nến.",50.4,82.55086219522332,4.0,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,bac,hem_xe_hoi,phuong_14_quan_binh_thanh,phuong_binh_thanh,3.9
"🍀 VÂN KIỀU AN CƯ 🍀 🔥 HXH – NGÃ 4 HÀNH XANH – 32,8M2","🍀 VÂN KIỀU AN CƯ 🍀
🔥 HXH – NGÃ 4 HÀNH XANH – VIEW LANDMARK 81
🏡 ĐỐI DIỆN HUTECH – VÀI BƯỚC RA ĐIỆN BIÊN PHỦ

✨ Điểm ăn tiền:
• Lô góc 2 mặt thoáng, nhà cực sáng – gió mát
• Hẻm xe hơi KIA, sạch sẽ, an ninh
• Vài bước ra mặt tiền Điện Biên Phủ
• View LANDMARK 81, khu bờ kè sắp làm – tiềm năng tăng giá

📐 Thông số chuẩn:
• Diện tích: 32.8m² (Ngang 4m x Dài 8m)
• Kết cấu: 1 trệt + 1 lầu đúc
• Công năng: 2 PN lớn – 2 WC – phòng khách – bếp
• Sổ hồng riêng – hoàn công đầy đủ – công chứng ngay

📍 Vị trí trung tâm giáo dục:
• Đối diện ĐH HUTECH
• Gần UEF – Hồng Bàng – GTVT – Ngoại Thương
💰 Giá chốt: 4.98 TỶ (phân khúc hiếm <5 tỷ khu này)",32.8,43.3759602003841,4.1,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_bac,hem_xe_hoi,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,4.98
Nhà 1/ Nơ Trang Long p13 q. BT DT 64m2 1t2l3pn3wc giá 5tỷ 520tr,"Nhà Nơ Trang Long, P13 Bình Thạnh

 – DT 64m², 1 trệt 2 lầu, 3PN 3WC.

📌 Giá 5,52 tỷ – sẵn HĐ thuê 15tr/tháng.

Khu dân cư đông, sát trung tâm, mua là có dòng tiền ngay.

Liên hệ e Hân ngay để xem nhà trực tiếp",64.0,153.20560158816153,4.0,3.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_nam,hien_trang_khac,phuong_13_quan_binh_thanh,phuong_binh_loi_trung,5.52
SIÊU PHẨM TRƯỜNG SA PHƯỜNG GIA ĐỊNH BÌNH THẠNH - HẺM 3M THÔNG SÁT MT,"SIÊU PHẨM TRƯỜNG SA PHƯỜNG GIA ĐỊNH BÌNH THẠNH 
- HẺM 3M THÔNG SÁT MẶT TIỀN - NHÀ ĐẸP 2 TẦNG 2PN 2WC FULL NỘI THẤT - 
SỔ ĐẸP NỞ HẬU

.+ Diện tích: 3x6.5 (Nở hậu 3.2m), hoàn công đủ.

+ Tặng Full nội thất sang xịn mịn: Sofa, TV, tủ lạnh, máy lạnh, tủ bếp, giường, nệm, chăn, ga, tủ, máy giặt

+ Pháp lý sạch, sổ hồng riêng cất két, công chứng ngay.

#ts.13424-3980",19.5,13.772199033829494,3.0,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_nam,hien_trang_khac,phuong_15_quan_binh_thanh,phuong_gia_dinh,3.98
TÀI NHÀ TỐT – 🏡 NHÀ TRUNG TÂM BÌNH THẠNH – HẺM THÔNG NƠ TRANG LONG,"💎 MÔ TẢ CHI TIẾT

Diện tích: 23m² công nhận, sử dụng thực tế ~32m²

Kết cấu: 1 trệt – 3 lầu, gồm:

2 phòng ngủ

3 vệ sinh

Sân để xe trong nhà

Sân thượng + khu giặt phơi

Khu dân cư yên tĩnh, không ngập nước

📍 VỊ TRÍ – TIỆN ÍCH

Thuộc Nơ Trang Long – P.12, Bình Thạnh

Hẻm thông Chu Văn An, di chuyển thuận tiện nhiều hướng

Gần chợ, trường học, BV, đại lộ Phạm Văn Đồng
→ Phù hợp mua để ở, cho thuê hoặc làm căn hộ mini nhỏ

📘 PHÁP LÝ – GIÁ BÁN

Hồ sơ pháp lý đầy đủ

Giá mới: 4.1 tỷ, thương lượng thiện chí

📞 LIÊN HỆ XEM NHÀ

Đặt lịch xem thực tế – vui lòng báo trước để hỗ trợ ***.",23.0,102.32911092892815,2.7964262908219126,4.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,tay,hien_trang_khac,phuong_12_quan_binh_thanh,phuong_binh_thanh,4.1
"HẺM XH BẠCH ĐẰNG -Diện tích 36M2 - 2 tầng. - 5,45 tỷ","🔥 HẺM XE HƠI BẠCH ĐẰNG 
🌺 Diện tích 36M2 
🌺Kết cấu : 2 tầng. Bê tông cốt thép chắc chắn có thể lên tầng.
🌺Vị trí Chợ Bà Chiểu, Ngã tư Hàng Xanh ...
🌺 SHR , vuông A4 - công chứng nhanh 🎯Hướng Nam
Gi.a: 5,45ty
Lh: ***",36.0,50.49866965399124,2.769230769230769,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,bac,hem_xe_hoi,phuong_15_quan_binh_thanh,phuong_gia_dinh,5.45
"Nhà hẻm xe hơi ngay phường 13, gần Nguyễn Xí","Nhà hẻm xe hơi ngay phường 13, gần Nguyễn Xí 
+ Diện tích: 25m
+ Nhà 1 trệt 2 lầu sân thượng bao chill , 2 phòng ngủ master thoáng rộng , full nội thất cao cấp .. 
+ Vị trí:hẻm xe hơi, sát mặt tiền đường, vị trí thuận tiện, gần sân bay, đi về quận 1, khu dân cư cao tầng..
#4426#5650",25.0,66.39758012232468,2.9154759474226504,3.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong,hem_xe_hoi,phuong_13_quan_binh_thanh,phuong_binh_loi_trung,5.65
🏡 Siêu phẩm Võ Duy Ninh - 60m2 - View Land mark - Khu víp Binh Thanh,"🏡 Siêu phẩm Võ Duy Ninh - 60m2 - View Land mark - Khu víp Nhất Bình Thạnh - Đi bộ qua Quận 1 
👉 Diện Tích: 4x15m ( sổ đẹp vuông như tờ A4 )
👉 1 Trệt 1 lầu ( 3 PN 2WC )
👉 Hẻm sạch sẽ An ninh, dân trí cao📖 Sổ hồng riêng, công chứng ngay.
📲***",60.0,103.91899055604469,4.0,2.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hien_trang_khac,phuong_22_quan_binh_thanh,phuong_thanh_my_tay,5.45
"GẤP-GẦN MẶT TIỀN VÒNG XOAY ĐIỆN BIÊN PHỦ-25M2-4,59TỶ-2TẦNG HOÀN CÔG ĐỦ","BÁN GẤP NHÀ GẦN MẶT TIỀN VÒNG XOAY ĐIỆN BIÊN PHỦ-25M2-4,59 TỶ
-2 tầng đúc-2pn-2wc- ban công - hoàn công đầy đủ-
-NHÀ CHO THUÊ DC 11TRIỆU/THÁNG
-hẻm sạch đẹp 3m- an ninh-
-GẦN 2 TRƯỜNG ĐẠI HỌC KINH TẾ VÀ HỒNG BÀNG-RA Q1 NHANH CHÓNG-SÂN BAY-
Lh *** GẶP NGAY CHỦ THƯƠNG LƯỢNG",25.0,26.014355907216753,2.9154759474226504,2.0,2.0,nha_ngo_hem,chua_xac_dinh,chua_xac_dinh,dong_bac,hien_trang_khac,phuong_15_quan_binh_thanh,phuong_gia_dinh,4.59
"💥💥ĐỔI NHÀ LỚN-BÁN NHANH NHÀ NHỎ F25 -KHU LÀNG ĐẠI HỌC. Chỉ 3,1 tỉ","💥💥ĐỔI NHÀ LỚN-BÁN NHANH NHÀ NHỎ F25 -KHU LÀNG ĐẠI HỌC.

- Diện tích: 3,5 x 6,5m
- Nhà 1 trệt 1 lầu-1PN 2WC, hoàn công đầy đủ.
- Ngay Xô Viết Nghệ Tĩnh-Bạch Đằng. Khu dân trí an ninh, đầu đủ tiện ích.
- Căn góc, có cửa hông nên cực thoáng.
- SHR, công chứng ngay.",22.0,19.33681579446005,3.3846153846153846,2.0,1.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hien_trang_khac,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,3.1
HƠN 4 TỶ CÓ NHÀ ĐẸP BÌNH THẠNH NGAY CẠNH CHỢ THỊ NGHÈ-QUẬN 1 - 26m2 2,"HƠN 4 TỶ CÓ NHÀ ĐẸP BÌNH THẠNH NGAY CẠNH CHỢ THỊ NGHÈ-QUẬN 1
- 26m2 2 tầng , 2pn, 2wc , bếp , pk .... full nội thất như hình
- Ngay chợ Thị Nghè, gần Thảo Cầm Viên, sát Kđt Thủ Thiêm, đối diện ĐH Tôn Đức Thắng 
- Sổ hồng công chứng ngay",26.0,28.240202611468987,2.973213749463701,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,nam,hien_trang_khac,phuong_19_quan_binh_thanh,phuong_thanh_my_tay,4.55
💥QUÁ RẺ-HẺM XE HƠI-NHÀ 2 TẦNG P21-51m2. Chỉ 6.x tỉ,"💥💥RẺ NHẤT KHU VỰC-HẺM XE HƠI-NHÀ 2 TẦNG P21 BÌNH THẠNH-51m2. 

- Diện tích: 2,6m x 18m, nở hậu 3,7
- Nhà 1 trệt 1 lửng 1 lầu-3PN rộng.
- Ngay Thị Nghè-Xô Viết Nghệ Tĩnh. Vài bước qua Q1, tiện ích ngập tràn.
- Hẻm xe hơi, sát mặt tiền lớn-kinh doanh tốt.
- SHR, công chứng ngay.",51.0,83.88637021777464,2.8333333333333335,2.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hem_xe_hoi,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,6.3
💥💥💥NHÀ 2 TẦNG-TT BÌNH THẠNH-GẦN 5 TRƯỜNG ĐẠI HỌC LỚN-47m2. Chỉ nhỉnh 5,"💥💥💥NHÀ 2 TẦNG-TT BÌNH THẠNH-GẦN 5 TRƯỜNG ĐẠI HỌC LỚN-47m2.

- Diện tích: 3,7 x13 m
- 1 trệt 1 lầu-2PN, 2 WC, ban công thoáng.
- Gần hàng xanh & các trường Đại học
- Pháp lý chuẩn, công chứng ngay.",47.0,74.98298340076573,3.6153846153846154,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hien_trang_khac,phuong_17_quan_binh_thanh,phuong_gia_dinh,5.4
"Ngay Vạn Kiếp gần Phan Đăng Lưu nhà cũ 2 tầng chính chủ 37m2_3,6 tỉ TL","Ngay Vạn Kiếp ,Nguyễn Lâm gần Phan Đăng Lưu gần mặt tiền thuận tiện di chuyển Q1,Q3,Phú Nhuận 
Kết cấu 1 trệt, lầu có 3 phòng khép kín đang cho thuê giữ nhà phù hợp khách mua về tiếp tục hđ thuê hoặc lấy lại nhà sơn phết sắm nội thất về ở ngay 
Sổ hồng riêng, hoàn công đủ, nhà diện tích lớn, giá hạt dẻ hiếm có khó tìm tại quận Bình Thạnh 
Lh ngay *** em Mến để xem nhà và trao đổi trực tiếp chính chủ",36.0,50.49866965399124,4.0,2.0,3.0,nha_ngo_hem,da_co_so,ban_giao_tho,dong_bac,nha_no_hau,phuong_3_quan_binh_thanh,phuong_gia_dinh,3.6
Chủ Cần Bán Nhanh – Nhà 1T 1L – Hẻm Ba Gác Thông – PL Chuẩn Hơn 5Ty,"Mô tả:
👉 Nhà 1 trệt 1 lầu, gồm 2PN, 2WC, phòng khách, bếp, ban công – dọn vào ở ngay.
👉 Hẻm ba gác, vị trí đẹp, khu dân cư an ninh, tiện ích xung quanh đầy đủ.
👉 Sổ hồng riêng, pháp lý sạch, hoàn công đủ – công chứng giao nhà ngay.",48.0,77.20883010501797,3.0,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hien_trang_khac,phuong_2_quan_binh_thanh,phuong_gia_dinh,5.0
Nguyễn Văn Đậu chưa tới 4 tỷ nhỏ đẹp ấm cúng,"Nhỏ nhưng đủ công năng, sạch đẹp ấm cúng với 2 phòng ngủ. Môi giới tìm nhà cho khách như người thân, mong gặp khách có tâm, hiểu thị trưởng.",15.0,84.52233729491033,2.258317958127243,4.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,nam,hien_trang_khac,phuong_6_quan_binh_thanh,phuong_binh_loi_trung,3.999
"Nhà Bình Thạnh kiên cố, vào ở ngay","Nhà xây để ở nên đầu tư tâm huyết. Chủ dư nhà nên nhờ mình bán giùm. Đã đổ móng rất vững, có thể xây thêm tầng. Hẻm 2 mặt nên thoáng.",36.0,50.49866965399124,3.49857113690718,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,bac,hien_trang_khac,phuong_15_quan_binh_thanh,phuong_gia_dinh,5.15
🔉🏡BÌNH THẠNH : BÁN NHÀ 1 ĐỜI CHỦ- 71M2 - SHR CHÍNH CHỦ - CHỈ 4.5 TỶ✨,"📍 Vị trí: Cách hẻm xe tải 15m.
📐 Diện tích: 71m2. Nở hậu 6m (Phong thủy tốt).
🏠 Hiện trạng: 1 trệt 1 lầu, 3 phòng ngủ.
⚖️ Pháp lý: Sổ hồng chính chủ, công chứng ngay.
💰 Chốt nhanh: 4.5 Tỷ.
☎️ SĐT: Huy Nguyễn",71.0,88.02008008771125,4.4375,1.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong,hem_xe_hoi,phuong_12_quan_binh_thanh,phuong_binh_thanh,4.5
BÌNH THẠNH - NHÀ 3 TẦNG - ĐANG CÓ THU NHẬP GẦN 30TR/THÁNG 🔥,"🌻 Diện tích: 4m x 12m (Vuông vức). ko lộ giới + ko quy hoạch
🌻 Kết cấu: 3 Tầng BTCT + Sân thượng.
🌻 Công năng: 7PN - 7WC (Khai thác tối đa diện tích).
🌻 Dòng tiền: Đang cho thuê gần 30 triệu/tháng.
🌟 Ưu tiên: Khách mua sang lại HĐ thuê - Giữ tiền cực tốt.
📜 Pháp lý: Sổ chuẩn cất két, công chứng ngay.
📞 Liên hệ: Huy Nguyễn",48.0,117.5920543201259,4.0,3.0,7.0,nha_ngo_hem,da_co_so,noi_that_day_du,tay_bac,hem_xe_hoi,phuong_7_quan_binh_thanh,phuong_gia_dinh,7.5
XÔ VIẾT NGHỆ TĨNH – GIÁP QUẬN 1 – 43M² – 2 TẦNG – GIÁ CHỈ 4.X TỶ,"Diện tích: 43m².

Kết cấu: 1 trệt, 1 lầu, gồm 3 phòng ngủ, 3 WC, phòng khách, bếp.

Nhà mới đẹp, nội thất cao cấp – chủ tặng full nội thất.

Gần các trục chính: Xô Viết Nghệ Tĩnh, Điện Biên Phủ.

Kết nối nhanh Quận 1, Quận 2, các khu trung tâm.

Tiện ích xung quanh đầy đủ: chợ Văn Thánh, Coopmart, ngân hàng, trường học, bệnh viện Nhân Dân Gia Định.

✔️ Điểm mạnh nổi bật:

Nhà đẹp, dọn vào ở ngay

Khu dân cư đông đúc, nhu cầu thuê cao – thích hợp đầu tư cho thuê.

Pháp lý chuẩn: sổ hồng riêng, chính chủ, công chứng sang tên ngay.",43.0,66.07959658375682,3.823610858861032,2.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,tay_bac,hien_trang_khac,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,4.68
HẺM OTO - 2Tầng (4.2 x 8) (3P ngủ) đường Nguyễn Xí chỉ 5.79tỷ,"- NHÀ ĐẸP FUlL NỘI THẤT VÀO Ở NGAY
- Đường Nguyễn Xí, phường 13, Bình Thạnh
+ DT: 32m2 (4.2 x 8) - trệt + 2lầu, có sân thượng (3P ngủ, 2ƯC) - hẻm 4m, OTO tới nhà
*GIÁ chỉ 5.79tỷ
- Pháp lý chuẩn, sổ công chứng ngay",32.0,41.595282836982335,4.0,2.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hem_xe_hoi,phuong_13_quan_binh_thanh,phuong_binh_loi_trung,5.79
HÀNG HIẾM HẺM THÔNG LÊ QUANG ĐỊNH 48M 4 TẦNG ĐÚC NHÀ MỚI NHỈNH 6 ĐÔNG,"Nhà 1 trệt 2 lầu 4 phòng .. toilet riêng..công năng đầy đủ

Diện tích: 48m 

Hẻm trước nhà gần 4m ..thông tứ tung gần hẻm xe hơi thông, hàng xóm văn minh dân trí cao
Vị trí tốt gần Q1 ..đi đâu cũng tiện , tiện ích bạt ngàn

📕 Sổ riêng, pháp lý minh bạch

chỉ nhỉnh 6 đồng..còn thương lượng chính chủ

☎️ Lh Hiền xem nhà ...cảm ơn",48.0,117.5920543201259,4.039801975344831,3.0,4.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_nam,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,6.5
ĐINH BỘ LĨNH – 4X15M – ÔTÔ NGỦ NHÀ – 7TỶ,"#f62
ĐINH BỘ LĨNH – 4X15M – ÔTÔ NGỦ NHÀ – 7TỶ

📐 Diện tích 4x15m. 1 trệt - 1 lửng - 2 lầu - 6 phòng khép kín
🛣️ Đường 10m có vỉa hè 2 mặt hẻm trước sau
📍 Địa chỉ Đinh Bộ Lĩnh - Phường 26 - Quận Bình Thạnh 
📄 Pháp lý sổ hồng vuông vức - GPXD thêm 3 tầng
☎️Zalo *** Tùng",60.0,144.30221477115262,4.0,3.0,4.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay,hem_xe_hoi,phuong_26_quan_binh_thanh,phuong_binh_thanh,7.0
"Bán nhà XÔ VIẾT NGHỆ TĨNH, BÌNH THẠNH–46.5m² – 10m ra hẻm xe hơi","📍 Vị trí: Gần mặt tiền Xô Viết Nghệ Tĩnh, phường trung tâm Bình Thạnh
📐 Diện tích: 46.5m² – sổ vuông vức đẹp
🏠 Hiện trạng: Nhà chủ vừa sửa như mới, dọn vào ở ngay

Mô tả chi tiết:
 • sân để xe rộng rãi
 • Hẻm rộng, sạch sẽ, chỉ 10m ra hẻm ô tô
 • 300m ra mặt tiền Xô Viết Nghệ Tĩnh
 • Khu VIP Bình Thạnh, dân trí cao, rất hiếm nhà bán
 • Pháp lý: Sổ hồng riêng, công chứng ngay",46.5,33.4868358335317,3.9761790704142084,1.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hien_trang_khac,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,5.65
"HXH Giáp Phú Nhuận chính chủ bán nhà 2 tầng 50m2 ngang4m nở hậu 6,2 tỉ","Xe hơi đỗ cửa , khu vực sạch sẽ, dân trí, an ninh thuận tiện di chuyển chợ, trường, siêu thị, bệnh viện.... 
Bề ngang nhà lớn 4m , nở hậu tài lộc. Kết cấu trệt lầu chắc chắn gồm 3 ngủ, 2wc, phòng khách, bếp, nhà chủ đã sơn sửa lại , khách mua về sắm nội thất ở ngay
Sổ hồng riêng hoàn công đủ, hiếm có diện tích lớn mà giá hạt dẻ, xe hơi đỗ cửa , khách iu nhanh tay kẻo bỏ lỡ nhé
Lh ngay *** em Mến để xem nhà và trao đổi trực tiếp chính chủ",50.0,81.66052351352243,3.8461538461538463,2.0,3.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,tay_bac,hem_xe_hoi,phuong_7_quan_binh_thanh,phuong_gia_dinh,6.2
💥💥💥43m2- TRUNG TÂM BÌNH THẠNH - Giá chỉ hơn 4 TỶ (TL),"🔥43m2- TRUNG TÂM BÌNH THẠNH 

- Kết cấu: 1 trệt, 1 lầu – 2PN, 3WC – hoàn công đầy đủ.
- Vị trí: Gần Hàng Xanh - Các trường Đại Học– đi lại cực thuận tiện. Đang cho thuê dòng tiền mười hai tr
- Sổ hồng riêng, pháp lý chuẩn.",43.0,66.07959658375682,3.3076923076923075,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hien_trang_khac,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,4.8
💥HIẾM - BÁN NHÀ KHU LÀNG ĐH BÌNH THẠNH - 53m2,"- Diện tích: 53m²
- Kết cấu: Nhà cấp 3 + gác, 2PN, 2WC.
- Vị trí: Ngay Hàng Xanh-Xô Viết Nghệ Tĩnh-Gần các trường Đại Học, tiện ích đầy đủ....
- Sổ hồng riêng, pháp lý chuẩn
- Giá chỉ 5.x Tỷ (Thương lượng chính chủ)",53.0,47.95483941117118,4.244997055358225,1.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hien_trang_khac,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,5.9
💥💥💥NHÀ 4 TẦNG KIÊN CỐ-PHAN VĂN TRỊ P11 BÌNH THẠNH. Chỉ nhỉnh 6 Tỷ.,"💥💥💥NHÀ 4 TẦNG KIÊN CỐ-PHAN VĂN TRỊ P11 BÌNH THẠNH.

- Diện tích: 3,6m x 10m
- 1 trệt 2 lầu, sân thượng-5PN 3WC
- Cach mặt tiền lớn 30m- Khu dân trí an ninh, đầy đủ tiện ích.
- Pháp lý chuẩn, công chứng ngay",36.0,131.2651180842071,3.6,4.0,5.0,nha_ngo_hem,da_co_so,chua_xac_dinh,bac,hien_trang_khac,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,6.8
💥GIẢM 400tr. Chỉ còn 5.x t.ỉ-NHÀ 2 TẦNG -53m2 P21 BÌNH THẠNH,"💥💥💥GIẢM 400. Chỉ còn 5.x t.ỉ-NHÀ 2 TẦNG -53m2 P21 BÌNH THẠNH.

- Nhà 1 trệt 1 lầu, hẻm thông, ngay cầu Thị Nghè, vài bước qua Q1
- SH riêng, công chứng ngay.",53.0,88.33806362627911,2.9444444444444446,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hien_trang_khac,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,5.9
SÁT HẺM XE HƠI - GẦN HÀNG XANH - 2 TẦNG - 36M2 - FULL NỘI THẤT,"+ Vị trí : khúc Điện Biên Phủ, Xô Viết Nghệ Tĩnh, gần Hàng Xanh, đối diện ĐH Hutech, Ngoại Thương, GTVt
+ Diện tích : 4m x 9m
+ Kết cấu : 1 trệt 1 lầu. Gồm 2PN 2WC, phòng khách, bếp
+ Hẻm 3.5m sạch sẽ, cách hẻm xe hơi 20m
+ Khu an ninh, dân trí cao, yên tĩnh
+ Sổ hồng riêng, pháp lý chuẩn, công chứng nhanh

Liên hệ xem nhà Huỳnh Cư",36.0,50.49866965399124,4.0,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong,hien_trang_khac,phuong_19_quan_binh_thanh,phuong_thanh_my_tay,4.98
